RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
23.7,64836,Jasper,MO,ADM Milling Co.,,Central,323 Meridian St.
0.6,46107,Marion,IN,ADM Milling Co.,,Midwest,854 Bethel Ave.
66.8,47620,Posey,IN,ADM Milling Co.,,Midwest,614 W. 2nd St.
46.1,78130,Comal,TX,ADM Milling Co.,,South Central,398 E. San Antonio St.
22.2,17011,Cumberland,PA,ADM Milling Co.,,Mid-Atlantic,811 Spangler Rd.
0,60607,Cook,IL,ADM Milling Co.,,Midwest,1300 W. Carroll Ave.
2.2,55406,Hennepin,MN,"ADM Milling Co., Atkinson Mill",,Midwest,3745 Hiawatha Ave.
13.7,99202,Spokane,WA,"ADM Milling Co., Flour Mill",,North West,2301 E. Trent Ave.
15.3,62573,Macon,IL,"AgReliant Genetics, LLC",,Midwest,4755 W. Pershing Rd.
52.9,48866,Clinton,MI,"AgReliant Genetics, LLC",,Midwest,9915 E. M 21
28.9,46953,Grant,IN,"Agricor, Inc.",,Midwest,1626 S. Joaquin Dr.
N/A,61325,La Salle,IL,"Agrigenetics, Inc.",,Midwest,2017 N. Route 23
33.9,50158,Marshall,IA,"Agrigenetics, Inc.",,Central,1562 Taylor Ave.
32.4,64747,Cass,MO,"AgriNext 3F Farms, LLC",,Central,28706 S. State Route 7
51.5,83318,Cassia,ID,"AgriSource, Inc.",,North West,999 W. Main St.
13.5,50623,Black Hawk,IA,"AgVantage FS, Inc.",,Central,5901 1st St.
51.8,51454,Crawford,IA,Ahrenholtz Seeds,,Central,3431 Highway 141
59.9,83217,Caribou,ID,Alexander Co.,,North West,1621 W. 2nd N.
9.1,29201,Richland,SC,"Allen Brothers Milling Co., Inc.",,Southeast,804 Gervais St.
0,94107,San Francisco,CA,"Alter Eco Americas, Inc.",,Western,"2339 3rd St., Ste. 70"
8.5,95215,San Joaquin,CA,American Sunny Foods,,Western,2404 Stagecoach Rd.
63.7,24521,Amherst,VA,"Amherst Milling Co., Inc.",,Mid-Atlantic,140 Union Hill Rd.
4.7,43537,Lucas,OH,"Andersons, Inc., The",,Midwest,1380 Ford St.
67.7,61854,Piatt,IL,"Andersons, Inc., The",,Midwest,1200 E. 2850 N.
14.6,67401,Saline,KS,Archer Daniels Midland Co.,,Central,124 N. 4th St.
15.3,62525,Macon,IL,Archer Daniels Midland Co.,Peoria,Midwest,3665 E. Division St.
38.6,35601,Morgan,AL,"Ardent Mills, LLC",,Southeast,2050 Market St. N.E.
1.3,76179,Tarrant,TX,"Ardent Mills, LLC",,South Central,401 Industrial Blvd.
26.9,56001,Blue Earth,MN,"Ardent Mills, LLC",,Midwest,200 N. Riverfront Dr.
25.1,68025,Dodge,NE,"Ardent Mills, LLC",,Central,125 S. Broad St.
2.2,68107,Douglas,NE,"Ardent Mills, LLC",,Central,2900 C St.
61.9,22701,Culpeper,VA,"Ardent Mills, LLC",,Mid-Atlantic,1900 Industry Dr.
2.2,68110,Douglas,NE,"Ardent Mills, LLC",,Central,1521 N. 16th St.
30.9,67114,Harvey,KS,"Ardent Mills, LLC",,Central,300 E. Broadway St.
7.7,67214,Sedgwick,KS,"Ardent Mills, LLC",,Central,715 E. 13th St. N.
3.5,33602,Hillsborough,FL,"Ardent Mills, LLC",,Southeast,110 S. Nebraska Ave.
10,37406,Hamilton,TN,"Ardent Mills, LLC",,Southeast,1-B Riverside Ln.
10.7,53142,Kenosha,WI,"Ardent Mills, LLC",,Midwest,6509 77th Ave.
9.7,12202,Albany,NY,"Ardent Mills, LLC",,New York-New Jersey,101 Normanskill St.
3,1432,Middlesex,MA,"Ardent Mills, LLC",,New England,35 Nemco Way
N/A,70767,West Baton Rouge,LA,"Ardent Mills, LLC",,South Central,1843 Highway 1 S.
4.7,92407,San Bernardino,CA,"Ardent Mills, LLC",,Western,19684 Cajon Blvd.
8.5,95206,San Joaquin,CA,"Ardent Mills, LLC",,Western,3939 Producers Dr.
3.6,80022,Adams,CO,"Ardent Mills, LLC",,Upper-West,4545 E. 64th Ave.
5.8,84401,Weber,UT,"Ardent Mills, LLC",,Upper-West,2780 G Ave.
38.4,18344,Monroe,PA,"Ardent Mills, LLC",,Mid-Atlantic,Harvest Ln.
0,80216,Denver,CO,"Ardent Mills, LLC",,Upper-West,3750 Winkoop St.
52,58030,Richland,ND,"Ardent Mills, LLC",,Upper-West,9345 State Highway 127
55.6,55069,Chisago,MN,"Ardent Mills, LLC",,Midwest,265 S. Bremer Ave.
4.9,55033,Dakota,MN,"Ardent Mills, LLC",,Midwest,2005 Vermillion St.
64.5,55041,Wabasha,MN,"Ardent Mills, LLC",,Midwest,905 W. Marion St.
61.9,44842,Ashland,OH,"Ardent Mills, LLC",,Midwest,945 Mill Rd.
1.4,43228,Franklin,OH,"Ardent Mills, LLC",,Midwest,4200 Sullivant Ave.
24.7,17356,York,PA,"Ardent Mills, LLC",,Mid-Atlantic,321 Taylor Ave.
12.8,18040,Northampton,PA,"Ardent Mills, LLC",,Mid-Atlantic,4888 S. Delaware Dr.
24.7,17406,York,PA,"Ardent Mills, LLC",,Mid-Atlantic,2800 Blackbridge Rd.
14.4,31201,Bibb,GA,"Ardent Mills, LLC",,Southeast,211 Lower Poplar St.
13.3,62002,Madison,IL,"Ardent Mills, LLC",,Midwest,145 W. Broadway
0,80202,Denver,CO,"Ardent Mills, LLC",,Upper-West,1875 Lawrence St.
1.2,77547,Harris,TX,"Ardent Mills, LLC",,South Central,1100 S. Main St.
21.9,85122,Pinal,AZ,"Arizona Grain, Inc.",,Western,601 E. Main Ave.
39.1,23005,Hanover,VA,Ashland Milling Co.,,Mid-Atlantic,14471 Washington Hwy.
52,27576,Johnston,NC,"Atkinson Milling Co., Inc.",,Southeast,95 Atkinson Mill Rd.
0.6,90247,Los Angeles,CA,Authentic Foods,,Western,"1850 W. 169th St., Ste. B"
9.2,47725,Vanderburgh,IN,Azteca Milling L. P.,,Midwest,15700 Highway 41 N.
23.1,79072,Hale,TX,Azteca Milling L. P.,,South Central,1388 County Road U
0.7,75038,Dallas,TX,Azteca Milling L. P.,,South Central,"5601 Executive Dr., Ste. 800"
5.1,78539,Hidalgo,TX,Azteca Milling L. P.,,South Central,501 W. Chapin Rd.
17.7,79025,Deaf Smith,TX,Azteca Milling L. P.,,South Central,4819 FM 809
38.2,42420,Henderson,KY,"Azteca Milling, L. P.",,Southeast,5301 Industrial Park Dr.
10.4,85365,Yuma,AZ,"Barkley AG Enterprises, LLP",,Western,1818 S. Letvin Ave.
37.9,28677,Iredell,NC,Bartlett Milling Co. L. P.,,Southeast,701 S. Center St.
43.4,67337,Montgomery,KS,Bartlett Milling Co. L. P.,,Central,1307 S. Maple St.
3.8,64112,Jackson,MO,Bartlett Milling Co. L. P.,,Central,"4900 Main St., Ste. 1200"
37.9,28115,Iredell,NC,Bay State Milling Co.,,Southeast,448 N. Main St.
2.4,7011,Passaic,NJ,Bay State Milling Co.,,New York-New Jersey,404 Getty Ave.
1.2,2169,Norfolk,MA,Bay State Milling Co.,,New England,100 Congress St.
20.5,80651,Weld,CO,Bay State Milling Co.,,Upper-West,400 Platte St.
2.4,85353,Maricopa,AZ,Bay State Milling Co.,,Western,421 S. 99th Ave.
8.5,34956,Martin,FL,Bay State Milling Co.,,Southeast,19150 S.W. Warfield Blvd.
34.5,55987,Winona,MN,Bay State Milling Company,,Midwest,55 Franklin St.
6.9,95776,Yolo,CA,Bay State Milling Specialty Opers.,,Western,41970 E. Main St.
17.5,38776,Washington,MS,Bayer CropScience L. P.,,Southeast,7 Seed Plant Rd.
72.7,66757,Wilson,KS,"Beachner Grain, Inc.",,Central,1004 Mill St.
100,62447,Cumberland,IL,"Beck's Superior Hybrids, Inc.",,Midwest,"296 County Road 550 N., Ste. N"
31.6,97389,Linn,OR,"Betaseed, Inc.",,North West,34303 Highway 99-E
31.1,84302,Box Elder,UT,"Big J Milling & Elevator Co., Inc.",,Upper-West,733 W. Forest St.
71.2,14527,Yates,NY,"Birkett Mills, Inc.",,New York-New Jersey,163 Main St.
53.9,74010,Creek,OK,Bishop Taboli,,South Central,113 W. 5th St.
66.6,31519,Coffee,GA,"Blount's, Inc.",,Southeast,5458 U.S. Highway 441 N.
18.1,97222,Clackamas,OR,Bob's Red Mill Natural Foods,,North West,13521 S.E. Pheasant Ct.
80.3,4743,Aroostook,ME,"Bouchard Family Farm Products, Inc.",,New England,3 Strip Rd.
67.2,81334,Montezuma,CO,"Bow & Arrow Brand, LLC",,Upper-West,12502 Umu 201
60.3,47501,Daviess,IN,"Boyd Grain, Inc.",,Midwest,1957 E 200 N
6.7,8077,Burlington,NJ,"Bread Partners, Inc.",,New York-New Jersey,2800 Cindel Dr.
0.7,75226,Dallas,TX,Bridgford Foods Corp.,,South Central,1707 S. Good Latimer Expy.
0.7,75247,Dallas,TX,"Bridgford Foods Corp., Superior Div.",,South Central,9001 Chancellor Row
2.2,45214,Hamilton,OH,Brighton Mills,,Midwest,2641 Spring Grove Ave.
23.1,79072,Hale,TX,"Browning Seed, Inc.",,South Central,"3101 S. Interstate 27, Unit 1"
23.7,19522,Berks,PA,"Brown's Sons, Inc., F. M.",,Mid-Atlantic,118-126 W. Main St.
54.1,27544,Vance,NC,Buffalo Milling Co.,,Southeast,196 Buffalo Mill Rd.
3.3,10606,Westchester,NY,Bunge Ltd.,,New York-New Jersey,"50 Main St., 6th Fl."
34.2,66002,Atchison,KS,"Bunge Milling North America, Inc.",,Central,16755 274th Rd.
31.3,61832,Vermilion,IL,"Bunge Milling, Inc.",,Midwest,321 E. North St.
74.8,47471,Greene,IN,Bunge North America,,Midwest,7383 N 100 W
51.1,68333,Saline,NE,"Bunge North America, Inc.",,Central,1405 Norman Ave.
100,17215,Fulton,PA,Burnt Cabins Grist Mill,,Mid-Atlantic,582 Grist Mill Rd.
8.8,18974,Bucks,PA,"Burpee Seed Co., W. Atlee",,Mid-Atlantic,300 Park Ave.
52.1,62611,Cass,IL,"Burrus Seed Farms, Inc.",,Midwest,826 Arenzville Rd.
85.3,5874,Orleans,VT,"Butterworks Farm, LLC",,New England,421 Trumpass Rd.
28,83334,Twin Falls,ID,"C & F Foods, Inc.",,North West,22689 U.S. Highway 30
N/A,71348,Rapides,LA,"Calhoun Bend Mill, Inc.",,South Central,P.O. Box 520
16.9,50010,Story,IA,"Caremoli USA, Inc.",,Central,23959 580th Ave.
0.6,46222,Marion,IN,Cargill Dry Corn Ingredients,,Midwest,1730 W. Michigan St.
52,58075,Richland,ND,"Cargill, Inc.",,Upper-West,18049 County Road 8
61.2,68008,Washington,NE,"Cargill, Inc.",,Central,650 Industrial Park Dr.
46.6,46539,Kosciusko,IN,"Cargill, Inc.",,Midwest,104 N. Etna St.
12.7,52401,Linn,IA,"Cargill, Inc.",,Central,1710 16th St. S.E.
51.8,61944,Edgar,IL,"Cargill, Inc.",,Midwest,616 S. Jefferson St.
41,56110,Nobles,MN,"Carls Farm Store, Inc.",,Midwest,W. Pearl St.
52.7,73547,Greer,OK,Caudill Seed Co.,,South Central,111 N. Main St.
1.4,40203,Jefferson,KY,Caudill Seed Co.,,Southeast,1402 W. Main St.
61.1,24569,Campbell,VA,Cedar Forest Mill,,Mid-Atlantic,7929 Straightstone Rd.
76.3,76645,Hill,TX,"Cen-Tex Seed, Inc.",,South Central,1301 Old Highway 77/81 South
42.8,56032,Freeborn,MN,Central Farm Service,,Midwest,101 4th Ave.
54,56088,Martin,MN,Central Farm Service,,Midwest,233 W. Ciro St.
15.7,84321,Cache,UT,Central Milling,,Upper-West,122 E. Center St.
31.1,84306,Box Elder,UT,Central Milling Co.,,Upper-West,14400 N. Highway 38
62.1,32055,Columbia,FL,"Central States Enterprises, Inc.",,Southeast,668 N.W. Waldo St.
3.2,32746,Seminole,FL,"Central States Enterprises, LLC",,Southeast,1275 Lake Heathrow Ln.
100,66943,Washington,KS,Central Valley AG Co-Op,,Central,401 Commercial St.
100,66937,Washington,KS,Central Valley AG Co-Op,,Central,100 Center St.
19.8,59401,Cascade,MT,"Cereal Food Processors, Inc.",,Upper-West,900 16th St. N.
29.1,66048,Leavenworth,KS,"Cereal Ingredients, Inc.",,Central,4720 S. 13th St.
74.9,12993,Essex,NY,Champlain Valley Milling Corp.,,New York-New Jersey,6679 Main St.
20,36571,Mobile,AL,"China Doll Rice & Beans, Inc.",,Southeast,100 Jacintoport Blvd.
62.7,56425,Crow Wing,MN,Christmas Point Wild Rice Co.,,Midwest,14803 Edgewood Dr.
19.2,83501,Nez Perce,ID,CHS Primeland,,North West,1200 Snake River Ave.
70.8,62016,Greene,IL,"CHS, Inc.",,Midwest,102 S. Main St.
47.9,56175,Lyon,MN,"CHS, Inc.",,Midwest,301 South St.
4.9,55077,Dakota,MN,"CHS, Inc.",,Midwest,5500 Cenex Dr.
14.9,45316,Greene,OH,Clifton Mill Co.,,Midwest,75 Water St.
74.2,12726,Sullivan,NY,"Cochecton Mills, Inc.",,New York-New Jersey,30 Depot Rd.
38.2,42420,Henderson,KY,Colonel Jim's Breading Co.,,Southeast,1739 S. Green St.
37.9,81052,Prowers,CO,"Colorado Mills, LLC",,Upper-West,505 E. Hickory St.
10.6,99346,Benton,WA,"Columbia River Seed, LLC",,North West,187405 S. Plymouth Industrial Rd.
13.8,98660,Clark,WA,"Commodities Plus, Inc.",,North West,2707 N.W. Lower River Rd.
3.2,98188,King,WA,"Continental Mills, Inc.",,North West,18100 Andover Pk. W.
6.9,76205,Denton,TX,Cookies By Design,,South Central,"260 S. Interstate 35 E., Ste. 100"
8.3,68512,Lancaster,NE,Cooper's Best Flour,,Central,5220 S. 19th St.
67.2,81321,Montezuma,CO,"Cortez Milling Co., Inc.",,Upper-West,309 N. Market St.
9.4,14086,Erie,NY,"CSM Bakery Products NA, Inc.",,New York-New Jersey,3765 Walden Ave.
49.8,46041,Clinton,IN,Cyclone Grain Co.,,Midwest,4079 E. County Road 400 S.
43.9,52577,Mahaska,IA,D. F. S.,,Central,2383 Highway 23 S.
12.3,53403,Racine,WI,D.P. Wigley Co.,,Midwest,234 Wisconsin Ave.
33.7,47203,Bartholomew,IN,Daily Feed & Grain Elevator,,Midwest,9040 E. 25th St.
10.4,58102,Cass,ND,"Dakota Specialty Milling, Inc.",,Upper-West,4014 15th Ave. N.W.
59.4,51531,Shelby,IA,Danish Windmill Corp.,,Central,4038 Main St.
1.4,40214,Jefferson,KY,"Dawn Food Products, Inc.",,Southeast,6303 Kenjoy Dr.
24.2,88230,Chaves,NM,DBS Commodities Ltd. Co.,,South Central,184 E. Darby Rd.
12.9,83401,Bonneville,ID,"Del Monte Foods, Inc.",,North West,1840 North Blvd.
34.9,66743,Crawford,KS,"DeLange Seed House, Inc.",,Central,537 W. Highway 47
57.4,43330,Wyandot,OH,"DeLong Co., Inc., The",,Midwest,101 Mifflin St.
4.9,50317,Polk,IA,Des Moines Feed Co.,,Central,2010 Hubbell Ave.
0.9,84037,Davis,UT,Deseret Mill & Pasta,,Upper-West,61 S 600 W
60.7,53923,Columbia,WI,"Didion Milling, Inc.",,Midwest,501 S. Williams St.
34.1,53038,Jefferson,WI,"Didion Milling, Inc.",,Midwest,520 Hartwig Blvd.
36.3,17701,Lycoming,PA,"Doebler's Pennsylvania Hybrids, Inc.",,Mid-Atlantic,"1000 Commerce Park Dr., Ste. 106"
2.2,55436,Hennepin,MN,"Domata, LLC",,Midwest,5424 Grove St.
35,51351,Dickinson,IA,"Dough Plant, Inc.",,Central,2084 220th St.
3.9,60401,Will,IL,"Dutch American Foods, Inc.",,Midwest,1362 Dutch American Way
81.9,61078,Carroll,IL,"Eastland Feed & Grain, Inc.",,Midwest,210 N. Stanton
1.3,97210,Multnomah,OR,Emerson Hardwood Co.,,North West,2337 N.W. 30th Ave.
0.4,94551,Alameda,CA,"Enray, Inc.",,Western,6999 Southfront Rd.
100,50670,Butler,IA,"Epley Bros. Hybrid, Inc.",,Central,22494 Yale Ave.
63.7,16335,Crawford,PA,"Ernst Conservation Seeds, Inc.",,Mid-Atlantic,8884 Mercer Pike
54.6,3263,Merrimack,NH,"Ever Better Eating, Inc.",,New England,31 Barnestead Rd.
29,98233,Skagit,WA,Fairhaven Organic Flour Mill,,North West,808 N. Hill Blvd.
69.6,37306,Franklin,TN,Falls Mill,,Southeast,134 Falls Mill Rd.
44.5,56201,Kandiyohi,MN,Farm Service Elevator Co.,,Midwest,3939 W. 1st Ave.
14.6,67470,Saline,KS,"Farmer Direct Foods, Inc.",,Central,5641 E. Mariposa Rd.
69.1,56263,Redwood,MN,Farmers Co-Op Assn. Of Milroy,,Midwest,602 Euclid Ave.
39.2,50801,Union,IA,Farmers Co-Op Co.,,Central,1000 E. Mills St.
52,51430,Carroll,IA,Farmers Co-Op Elevator Co.,,Central,12543 190th St.
62.9,67022,Sumner,KS,Farmers Co-Op Grain Co.,,Central,102 N. Arapahoe St.
100,56131,Murray,MN,Farmers Co-Op Society,,Midwest,17 Country Ln.
73.6,56551,Otter Tail,MN,Farmers Elevator Co.,,Midwest,"529 Douglas Ave., Highway 108"
4.9,55010,Dakota,MN,"Farmers Mill & Elevator, Inc.",,Midwest,27920 Danville Ave.
100,58341,Wells,ND,Firebird Artisan Mills,,Upper-West,500 North St. W.
40.5,67074,Butler,KS,Fleming Feed & Grain Co.,,Central,309 S. Main St.
24.2,83835,Kootenai,ID,Flour Mill Natural Foods,,North West,"88 W. Commerce Dr., Ste. A"
50.3,61254,Henry,IL,"Ford & Sons, Inc., C. D.",,Midwest,16243 Ford Rd.
64,44024,Geauga,OH,Fowler's Milling Co.,,Midwest,12500 Fowlers Mill Rd.
42,16056,Butler,PA,"Frankferd Farm Foods, Inc.",,Mid-Atlantic,717 Saxonburg Blvd.
42,16059,Butler,PA,Frankferd Farms Milling,,Mid-Atlantic,166 Love Rd.
72.7,66736,Wilson,KS,Fredonia Co-Op Assn.,,Central,W. Washington St.
14.5,55025,Washington,MN,"Freekeh Foods, Inc.",,Midwest,20405 Everton Trl. N.
68,46794,Noble,IN,"Frick Services, Inc.",,Midwest,3154 Depot St.
9,46595,St. Joseph,IN,"Frick Services, Inc.",,Midwest,66496 State Road 331
100,67638,Smith,KS,Frieling Grain Co.,,Central,101 S. 7th St.
66.3,45331,Darke,OH,"Friends Of Bears Mill, Inc., The",,Midwest,6450 Arcanum Bearsmill Rd.
26.7,69138,Dawson,NE,"Frito-Lay North America, Inc.",,Central,311 Cottonwood Dr.
100,67752,Gove,KS,"Frontier Ag, Inc.",,Central,7231 Highway 40
100,67748,Logan,KS,"Frontier Ag, Inc.",,Central,415 W. 2nd St.
47.4,27239,Davidson,NC,Garner Seed Co.,,Southeast,6292 Old Highway 49
100,50446,Worth,IA,"Gavilon, Inc.",,Central,104 Front St.
14.1,88101,Curry,NM,"Gavilon, LLC",,South Central,1327 U.S. Highway 6084
18.8,55317,Carver,MN,"General Mills, Inc.",,Midwest,8000 Audubon Rd.
9.4,14203,Erie,NY,"General Mills, Inc.",Buffalo,New York-New Jersey,54 S. Michigan Ave.
0.6,90058,Los Angeles,CA,"General Mills, Inc.",,Western,4309 Fruitland Ave.
3.8,64120,Jackson,MO,"General Mills, Inc.",,Central,2917 Guinotte Ave.
42,50047,Warren,IA,"General Mills, Inc.",,Central,6101 S.E. 52nd St.
19.8,59401,Cascade,MT,"General Mills, Inc.",,Upper-West,2500 9th Ave. N.
2.2,55413,Hennepin,MN,"General Mills, Inc., Consumer Foods Purity Oats Facility",,Midwest,1201 Jackson St. N.E.
13.5,55421,Anoka,MN,"General Mills, Inc., Fridley Elevator Facility",,Midwest,25 44th Ave. N.E.
4.7,91761,San Bernardino,CA,"George Verhoeven Grain, Inc.",,Western,5355 E. Airport Dr.
15.7,84333,Cache,UT,"Gilt Edge Flour Mill, Inc.",,Upper-West,1090 W 1200 N
1.9,94080,San Mateo,CA,"Giusto Specialty Foods, LLC",,Western,344 Littlefield Ave.
13.6,57107,Minnehaha,SD,"Glanbia Nutritionals, Inc.",,Upper-West,4401 W. 62nd St. N.
47.1,61084,Ogle,IL,"Glendenning Grain & Fertilizer, Inc.",,Midwest,213 S. Hickory St.
13.7,99021,Spokane,WA,Global Harvest Foods Ltd.,,North West,3116 E. Graves Rd.
3.2,98188,King,WA,Global Harvest Foods Ltd.,,North West,"16000 Christensen Rd., Ste. 300"
56.8,50533,Wright,IA,Gold Eagle Feed Mill,,Central,N.W. 8th & Monroe St.
62.8,4332,Kennebec,ME,"Gold Star Feeds, Inc.",,New England,10 Dalton Rd.
2.2,68069,Douglas,NE,Golden Harvest Seeds,,Central,100 J. C. Robinson Blvd.
100,59520,Chouteau,MT,"Golden Harvest Seeds, Inc.",,Upper-West,1582 Golden Rd.
20.5,80648,Weld,CO,"Golden Prairie, Inc.",,Upper-West,430 W. 5th St.
43.5,67460,McPherson,KS,Grain Craft,,Central,416 N. Main St.
7.7,67214,Sedgwick,KS,Grain Craft,,Central,701 E. 17th St.
6.1,66103,Wyandotte,KS,Grain Craft,,Central,56 Silver St.
0.6,90058,Los Angeles,CA,Grain Craft,,Western,1861 E. 55th St.
16.7,59101,Yellowstone,MT,Grain Craft,,Upper-West,3601 1st Ave. S.
0.9,84101,Salt Lake,UT,Grain Craft,,Upper-West,425 W 500 S
5.8,84401,Weber,UT,Grain Craft,,Upper-West,220 W. 30th St.
3.8,66211,Johnson,KS,Grain Craft,,Central,"4400 W. 109th St., Ste. 200"
29.1,97801,Umatilla,OR,Grain Craft,,North West,501 S.E. Emigrant Ave.
10,37408,Hamilton,TN,Grain Craft,,Southeast,"201 W. Main St., Ste. 203"
60.9,30204,Lamar,GA,Grain Craft,,Southeast,347 Industrial Rd.
9.8,35214,Jefferson,AL,Grain Craft,,Southeast,700 Milner Dr.
1.3,97203,Multnomah,OR,"Grain Craft, Inc.",,North West,"11040 N. Lombard St., Ste. C-1"
2.2,55344,Hennepin,MN,"Grain Millers, Inc.",,Midwest,"10400 Viking Dr., Ste. 301"
17.5,97402,Lane,OR,"Grain Millers, Inc.",,North West,315 Madison St.
67.2,50472,Mitchell,IA,"Grain Millers, Inc.",,Central,605 Grain Millers Dr.
0,60615,Cook,IL,"Grandma Maud's, Inc.",,Midwest,"1525 E. 55th St., Ste. 304"
31.8,67530,Barton,KS,Great Bend Co-Op Assn.,,Central,606 S. Main St.
100,54629,Buffalo,WI,Great River Organic Milling Company,,Midwest,118 S. Main St.
3.7,7731,Monmouth,NJ,"Green & Sons, Inc., Jonathan",,New York-New Jersey,48 Squankum-Yellowbrook Rd.
2.2,68127,Douglas,NE,"Greenkeeper Co., Inc., The",,Central,8958 J St.
0.6,91105,Los Angeles,CA,Grist & Toll,,Western,990 S. Arroyo Pkwy.
4.5,78204,Bexar,TX,"Guenther & Son, Inc., C. H.",,South Central,129 E. Guenther St.
4.5,78215,Bexar,TX,"Guenther & Son, Inc., C. H.",,South Central,2201 Broadway St.
42.8,17837,Union,PA,H & C Grove Mill,,Mid-Atlantic,3013 Hoffa Mill Rd.
21.3,17545,Lancaster,PA,"Haldeman Mills, Inc.",,Mid-Atlantic,1234 Mountain Rd.
85.1,79520,Jones,TX,Hamlin Animal Nutrition,,South Central,423 E. Lake Dr.
72.3,54205,Kewaunee,WI,"Hanmann Milling Co., Inc.",,Midwest,106 Main St.
31.3,61844,Vermilion,IL,"Hartung Bros., Inc.",,Midwest,17558 N. 500 East Rd.
4.9,55044,Dakota,MN,"Hearthside Food Solutions, LLC",,Midwest,21850 Grenada Ave.
4.9,50266,Polk,IA,Heartland Co-Op,,Central,"2829 Westown Pkwy., Ste. 350"
100,67863,Wichita,KS,"Heartland Mill, Inc.",,Central,124 N. Highway 167
63.1,97734,Jefferson,OR,Helena Chemical Company,,North West,505 C St.
100,68783,Knox,NE,Herbert Feed & Grain Co.,,Central,"Main St., Box 290"
55.4,45835,Hardin,OH,Heritage Cooperative,,Midwest,2441 N. Main St.
31.1,45890,Hancock,OH,"Heritage Cooperative, Inc.",,Midwest,400 Center St.
22.5,57201,Codington,SD,"Hesco, LLC",,Upper-West,500 19th St. S.W.
30.8,67701,Thomas,KS,Hi-Plains Co-Op,,Central,405 E. 4th St.
36.9,56340,Stearns,MN,"Holdingford Mill, LLC",,Midwest,130 Plymouth St.
4.7,91730,San Bernardino,CA,"Honeyville, Inc.",,Western,11600 Dayton Dr.
5.8,84404,Weber,UT,"Honeyville, Inc.",,Upper-West,1040 W 600 N
84.6,32428,Washington,FL,"Hoover Mill, Inc.",,Southeast,1061 Commerce Ave.
28.6,42240,Christian,KY,Hopkinsville Milling Co.,,Southeast,2001 S. Walnut St.
52,27524,Johnston,NC,"House-Autry Mills, Inc.",,Southeast,7000 U.S. Highway 301 S.
9.9,60098,McHenry,IL,"Hughes Seed Farms, Inc.",,Midwest,206 N. Hughes Rd.
7.3,27107,Forsyth,NC,Ingredion Inc.,,Southeast,4501 Overdale Rd.
96.6,52159,Clayton,IA,Innovative Ag Services,,Central,202 N. Main St.
71.1,50126,Hardin,IA,Innovative Ag Services Co.,,Central,301 Elm St.
71.1,50258,Hardin,IA,Innovative Ag Services Co.,,Central,302 East St.
8.2,12306,Schenectady,NY,"International Blends, Inc.",,New York-New Jersey,"1411 Rotterdam Industrial Pk., Bldg. 14"
56.6,75402,Hunt,TX,International Grains & Cereal,,South Central,6902 Highway 66
19.3,43035,Delaware,OH,International Noodle Co.,,Midwest,341 Enterprise Dr.
30.5,12180,Rensselaer,NY,"Interstate Commodities, Inc.",,New York-New Jersey,7 Madison St.
52,51443,Carroll,IA,Iowa Corn Processors LC,,Central,20481 Sycamore Ave.
N/A,63111,St. Louis City,MO,"Italgrani USA, Inc.",,Central,7900 Van Buren Ave.
36.1,4074,Cumberland,ME,"It'll Be Pizza, LLC",,New England,5 Lincoln Ave.
67.2,50466,Mitchell,IA,"J & L Grain Processing, LLC",,Central,12456 Addison Ave.
32.9,49022,Berrien,MI,J B Dough Co.,,Midwest,5600 E. Napier Ave.
72.4,73742,Kingfisher,OK,"J. Lee Co., LLC",,South Central,233 W. 2nd St.
36.5,88130,Roosevelt,NM,"J.D. Heiskell Holdings, LLC",,South Central,117 E. Commercial St.
15.5,93256,Tulare,CA,"J.D. Heiskell Holdings, LLC",,Western,11518 Road 120
28,83301,Twin Falls,ID,"J.D. Heiskell Holdings, LLC",,North West,"139 River Vista Pl., Ste. 102"
4.3,45414,Montgomery,OH,"Jaxon Products, Inc., Dik",,Midwest,6195 Webster St.
9.8,35213,Jefferson,AL,"Jerrell Packaging, LLC",,Southeast,1 Montcrest Dr.
66,38676,Tunica,MS,"Jimmy Sanders, Inc.",,Southeast,1265 Highway 61 S.
100,58540,McLean,ND,"JM Grain, Inc.",,Upper-West,12 N. Railroad St.
19.8,59403,Cascade,MT,"JM Grain, Inc.",,Upper-West,100 1st Ave. S.
33.9,50516,Webster,IA,Johanson's Seed & Milling Co.,,Central,62 1st St. S.E.
0.1,92703,Orange,CA,Junk Food Co.,,Western,310 S. Center St.
6.9,76247,Denton,TX,Justin Seed Co.,,South Central,S. Highway 156
60.2,48615,Gratiot,MI,"Kalmbach Feeds of Michigan, LLC",,Midwest,216 Eastman St.
8.3,68462,Lancaster,NE,"Kamterter Products, LLC",,Central,9930 N. 134th St.
60.3,47568,Daviess,IN,Kent Grain,,Midwest,40 Main St.
30.8,2892,Washington,RI,Kenyon Corn Meal Co.,,New England,21 Glen Rock Rd.
70.8,43138,Hocking,OH,"Keynes Bros., Inc.",,Midwest,1 W. Front St.
75.6,5001,Windsor,VT,King Arthur Flour Co.,,New England,58 Billings Farm Rd.
75.7,27021,Stokes,NC,King Milling Co.,,Southeast,336 Dalton Rd.
15.7,49331,Kent,MI,King Milling Co.,,Midwest,115 S. Broadway St.
